ticker,entry_ts,side,entry_c,fair_for_side,spread_c,baseline_c,btc_dist_signed_pct,btc_dist_abs_pct,session_age_s,btc_5m_move,btc_15m_move,aligned_with_btc5m,hour_utc,exit_reason,exit_c,fill_at_s,net_c
KXBTC15M-26APR162230-30,1776392580,no,64,83,1,36,-0.1272,0.1272,480,-93.13,-105.15,1,2,TP,94,300,27.99
KXBTC15M-26APR162215-15,1776391500,yes,39,54,10,39,0.0181,0.0181,300,71.17,183.37,1,2,SL,6,240,-35.22
KXBTC15M-26APR162200-00,1776390420,no,47,55,3,53,-0.0223,0.0223,120,-51.83,27.04,1,1,TP,77,180,27.02
KXBTC15M-26APR162145-45,1776389520,no,60,68,8,40,-0.0866,0.0866,120,-66.61,-217.28,1,1,SL,43,180,-21.08
KXBTC15M-26APR162130-30,1776388800,no,50,59,9,50,-0.0318,0.0318,300,22.78,-28.48,0,1,TP,80,120,27.13
KXBTC15M-26APR162115-15,1776387900,no,62,73,1,38,-0.0780,0.0780,300,-12.48,-30.12,1,1,SL,32,120,-33.78
KXBTC15M-26APR162100-00,1776386880,no,69,80,2,31,-0.1284,0.1284,180,-97.02,-172.73,1,0,PRE_EXP,96,660,25.13
KXBTC15M-26APR162045-45,1776385920,no,20,29,9,78,0.0873,0.0873,120,105.11,80.70,0,0,SL,9,660,-12.92
KXBTC15M-26APR162030-30,1776385260,no,42,62,20,46,-0.0372,0.0372,360,-20.26,-17.22,1,0,TP,72,240,26.88
KXBTC15M-26APR162015-15,1776384180,yes,25,36,6,25,-0.0475,0.0475,180,50.52,40.01,1,0,SL,6,180,-20.87
KXBTC15M-26APR162000-00,1776383520,no,54,71,3,46,-0.0696,0.0696,420,-26.45,-69.03,1,23,TP,84,120,27.32
KXBTC15M-26APR161945-45,1776382560,yes,56,84,28,63,0.1270,0.1270,360,121.63,96.35,1,23,TP,86,60,27.43
KXBTC15M-26APR161930-30,1776381660,yes,34,67,1,34,0.0541,0.0541,360,119.05,41.21,1,23,TP,64,0,26.82
KXBTC15M-26APR161915-15,1776380520,no,32,69,37,62,-0.0780,0.0780,120,-41.38,-97.09,1,23,SL,15,180,-19.77
KXBTC15M-26APR161900-00,1776379620,no,38,53,15,57,-0.0152,0.0152,120,5.40,-51.58,0,22,TP,68,420,26.83
KXBTC15M-26APR161845-45,1776378720,yes,53,61,3,53,0.0502,0.0502,120,0.00,77.58,0,22,SL,44,60,-13.16
KXBTC15M-26APR161830-30,1776377820,no,66,72,6,33,-0.1285,0.1285,120,-106.65,-184.44,1,22,TP,96,480,28.16
KXBTC15M-26APR161815-15,1776377040,no,14,29,15,81,0.1129,0.1129,240,101.01,14.45,0,22,SL,5,180,-10.31
KXBTC15M-26APR161800-00,1776376080,yes,51,61,3,51,0.0594,0.0594,180,46.31,87.64,1,21,SL,10,600,-43.63
KXBTC15M-26APR161745-45,1776375240,yes,44,57,3,44,0.0372,0.0372,240,29.19,-153.86,1,21,TP,74,420,26.93
KXBTC15M-26APR161715-15,1776373320,no,51,69,7,49,-0.1091,0.1091,120,-84.78,-27.36,1,21,SL,30,420,-24.81
KXBTC15M-26APR161700-00,1776372420,yes,56,73,13,56,0.1356,0.1356,120,128.60,41.42,1,20,TP,86,240,27.43
KXBTC15M-26APR161630-30,1776370680,no,58,72,4,42,-0.1276,0.1276,180,-94.45,48.16,1,20,TP,88,120,27.56
KXBTC15M-26APR161615-15,1776369720,no,42,58,10,58,-0.0453,0.0453,120,38.25,47.59,0,20,TP,72,120,26.88
KXBTC15M-26APR161600-00,1776368820,yes,52,61,6,52,0.0824,0.0824,120,37.02,182.14,1,19,TP,82,480,27.22
KXBTC15M-26APR161545-45,1776367920,yes,48,65,9,48,0.1113,0.1113,120,201.85,318.57,1,19,TP,78,360,27.05
KXBTC15M-26APR161530-30,1776367140,yes,55,69,3,55,0.1290,0.1290,240,75.30,-79.73,1,19,TP,85,60,27.38
KXBTC15M-26APR161500-00,1776365340,no,14,32,18,78,0.1099,0.1099,240,120.46,278.88,0,18,SL,2,180,-13.03
KXBTC15M-26APR161445-45,1776364560,yes,47,69,1,47,0.1093,0.1093,360,92.22,50.87,1,18,TP,77,60,27.02
KXBTC15M-26APR161430-30,1776363780,no,42,67,21,58,-0.0870,0.0870,480,-95.59,51.74,1,18,TP,72,60,26.88
KXBTC15M-26APR161415-15,1776362640,no,24,37,5,76,0.0925,0.0925,240,193.43,-37.66,0,18,TP,54,360,26.98
KXBTC15M-26APR161400-00,1776361920,no,56,76,6,44,-0.1485,0.1485,420,-94.98,163.20,1,17,TP,86,240,27.43
KXBTC15M-26APR161345-45,1776360720,no,34,42,8,65,0.0722,0.0722,120,45.92,311.25,0,17,TP,64,300,26.82
KXBTC15M-26APR161330-30,1776359820,no,46,62,16,48,-0.1042,0.1042,120,-166.03,-103.79,1,17,SL,28,120,-21.71
KXBTC15M-26APR161315-15,1776359460,no,59,71,9,41,-0.1150,0.1150,660,35.79,-95.45,0,17,TP,89,180,27.62
KXBTC15M-26APR161300-00,1776358020,no,41,55,14,53,-0.0380,0.0380,120,-51.29,-251.95,1,16,SL,32,240,-12.83
KXBTC15M-26APR161230-30,1776356700,no,37,55,11,63,-0.0339,0.0339,600,-103.02,-249.31,1,16,TP,67,120,26.82
KXBTC15M-26APR161200-00,1776354420,no,39,47,3,61,0.0367,0.0367,120,116.59,321.56,0,15,SL,27,300,-15.60
KXBTC15M-26APR161145-45,1776353520,yes,52,58,4,52,0.0555,0.0555,120,-113.61,20.81,0,15,SL,40,120,-16.10
KXBTC15M-26APR161130-30,1776352860,yes,39,52,8,39,0.0133,0.0133,360,59.56,230.36,1,15,TP,69,60,26.84
KXBTC15M-26APR161115-15,1776351720,no,42,54,6,58,-0.0352,0.0352,120,8.10,-50.39,0,15,SL,28,120,-17.68
KXBTC15M-26APR161100-00,1776350820,no,44,53,7,56,-0.0303,0.0303,120,21.66,162.06,0,14,SL,29,180,-18.74
KXBTC15M-26APR161045-45,1776349920,no,32,44,9,68,0.0681,0.0681,120,247.20,161.43,0,14,SL,21,120,-14.15
KXBTC15M-26APR161015-15,1776348120,yes,47,53,3,47,0.0318,0.0318,120,72.54,-730.58,1,14,SL,37,240,-14.03
KXBTC15M-26APR161000-00,1776347220,no,58,73,13,42,-0.1324,0.1324,120,-23.47,-343.03,1,13,TP,88,240,27.56
KXBTC15M-26APR160945-45,1776346440,no,71,81,3,29,-0.1391,0.1391,240,-90.19,-28.57,1,13,PRE_EXP,100,600,27.56
KXBTC15M-26APR160930-30,1776345480,yes,44,76,28,44,0.0807,0.0807,180,123.96,276.02,1,13,TP,74,120,26.93
KXBTC15M-26APR160915-15,1776344520,yes,49,59,1,49,0.0350,0.0350,120,57.22,93.45,1,13,TP,79,300,27.09
KXBTC15M-26APR160900-00,1776343620,no,62,79,13,38,-0.1255,0.1255,120,-58.95,-102.91,1,12,SL,50,540,-16.10
KXBTC15M-26APR160845-45,1776342720,no,48,62,14,48,-0.0501,0.0501,120,3.01,-119.09,0,12,SL,37,180,-15.03
KXBTC15M-26APR160830-30,1776341820,yes,41,64,22,41,0.0530,0.0530,120,0.90,116.42,1,12,SL,28,360,-16.67
KXBTC15M-26APR160815-15,1776340920,yes,78,84,4,78,0.1236,0.1236,120,118.00,236.79,1,12,PRE_EXP,100,720,20.80
KXBTC15M-26APR160800-00,1776340020,no,46,55,9,53,-0.0188,0.0188,120,28.48,99.52,0,11,SL,36,60,-14.00
KXBTC15M-26APR160745-45,1776339120,no,45,65,15,55,-0.0511,0.0511,120,34.59,16.07,0,11,SL,32,120,-16.86
KXBTC15M-26APR160730-30,1776338340,no,52,64,6,48,-0.0425,0.0425,240,-18.58,-80.42,1,11,SL,39,120,-17.08
KXBTC15M-26APR160715-15,1776337320,no,44,57,13,56,-0.0245,0.0245,120,-92.29,-69.49,1,11,SL,17,180,-30.11
KXBTC15M-26APR160700-00,1776336420,no,54,61,3,46,-0.0439,0.0439,120,-54.57,-126.13,1,10,TP,84,180,27.32
KXBTC15M-26APR160645-45,1776335520,yes,50,59,4,50,0.0372,0.0372,120,108.92,105.77,1,10,SL,28,300,-25.73
KXBTC15M-26APR160630-30,1776334620,no,54,64,10,44,-0.0591,0.0591,120,-82.94,-202.09,1,10,SL,33,60,-24.91
KXBTC15M-26APR160615-15,1776333720,no,36,60,24,61,-0.0373,0.0373,120,-35.43,-202.15,1,10,TP,66,120,26.82
KXBTC15M-26APR160600-00,1776332820,yes,57,78,21,57,0.1062,0.1062,120,0.00,24.87,0,9,SL,27,120,-33.65
KXBTC15M-26APR160545-45,1776331920,no,59,76,16,41,-0.1009,0.1009,120,-87.84,-11.30,1,9,TP,89,420,27.62
KXBTC15M-26APR160530-30,1776331020,no,22,43,21,73,0.0279,0.0279,120,60.54,129.78,0,9,SL,13,120,-11.31
KXBTC15M-26APR160515-15,1776330540,yes,43,68,6,43,0.0541,0.0541,540,69.24,22.58,1,9,TP,73,0,26.90
KXBTC15M-26APR160200-00,1776318480,no,39,56,8,61,-0.0224,0.0224,180,-12.86,-68.29,1,5,SL,24,360,-18.45
KXBTC15M-26APR160145-45,1776318060,no,12,62,50,60,-0.0315,0.0315,660,-29.21,14.24,1,5,TP,42,60,27.56
KXBTC15M-26APR160130-30,1776316800,yes,60,73,9,60,0.0970,0.0970,300,73.95,-3.93,1,5,TP,90,60,27.69
KXBTC15M-26APR160115-15,1776315840,yes,51,61,3,51,0.0507,0.0507,240,99.17,237.97,1,5,SL,33,300,-21.92
KXBTC15M-26APR160045-45,1776313920,no,59,66,4,41,-0.0519,0.0519,120,-32.29,-33.33,1,4,SL,41,120,-22.06
KXBTC15M-26APR160030-30,1776313020,no,50,61,11,48,-0.0393,0.0393,120,-73.01,39.21,1,4,SL,41,240,-13.12
KXBTC15M-26APR160015-15,1776312120,no,45,54,9,52,-0.0129,0.0129,120,-43.78,-51.16,1,4,SL,17,300,-31.12
KXBTC15M-26APR160000-00,1776311220,no,53,71,13,47,-0.0853,0.0853,120,-65.74,-21.94,1,3,TP,83,240,27.27
KXBTC15M-26APR152345-45,1776310320,no,50,74,24,43,-0.1275,0.1275,120,-135.19,-46.90,1,3,TP,80,420,27.13
KXBTC15M-26APR152330-30,1776309420,no,35,48,10,65,0.0105,0.0105,120,34.61,82.97,0,3,SL,26,120,-12.48
KXBTC15M-26APR152315-15,1776308520,no,42,58,16,51,-0.0399,0.0399,120,4.25,-109.76,0,3,SL,33,120,-12.87
KXBTC15M-26APR152230-30,1776305820,yes,36,41,4,36,-0.0346,0.0346,120,-23.79,-54.13,0,2,SL,23,120,-16.35
KXBTC15M-26APR152215-15,1776304980,no,22,33,11,77,0.0691,0.0691,180,46.78,16.72,0,2,SL,10,180,-14.08
KXBTC15M-26APR152200-00,1776304020,no,55,64,9,42,-0.0680,0.0680,120,39.93,51.60,0,1,SL,43,180,-16.13
KXBTC15M-26APR152145-45,1776303120,no,47,56,9,53,-0.0268,0.0268,120,5.16,49.98,0,1,SL,38,120,-13.05
KXBTC15M-26APR152130-30,1776302220,no,45,53,2,55,-0.0162,0.0162,120,-21.86,-89.22,1,1,SL,27,120,-21.66
KXBTC15M-26APR152100-00,1776300420,no,67,73,1,33,-0.1092,0.1092,120,-58.21,-10.62,1,0,SL,44,240,-26.96
KXBTC15M-26APR152030-30,1776298620,no,52,68,16,44,-0.0726,0.0726,120,-34.98,-209.88,1,0,TP,82,300,27.22
KXBTC15M-26APR152015-15,1776297720,no,38,47,9,59,0.0102,0.0102,120,29.86,181.57,0,0,TP,68,120,26.83
KXBTC15M-26APR152000-00,1776296820,no,26,59,33,65,-0.0451,0.0451,120,48.56,-71.89,0,23,SL,13,180,-15.46
KXBTC15M-26APR151945-45,1776295920,no,46,60,8,54,-0.0628,0.0628,120,8.99,11.43,0,23,TP,76,240,26.98
KXBTC15M-26APR151930-30,1776295380,no,56,69,9,44,-0.0936,0.0936,480,-19.89,-191.88,1,23,SL,41,300,-19.10
KXBTC15M-26APR151900-00,1776293220,no,46,61,9,54,-0.0729,0.0729,120,-104.28,72.18,1,22,SL,27,120,-22.67
KXBTC15M-26APR151845-45,1776292320,no,44,65,21,51,-0.0864,0.0864,120,21.03,-50.86,0,22,SL,15,420,-31.97
KXBTC15M-26APR151815-15,1776290520,yes,65,81,11,65,0.1429,0.1429,120,129.85,158.39,1,22,TP,95,120,28.07
KXBTC15M-26APR151800-00,1776289620,no,54,70,13,46,-0.0828,0.0828,120,-29.84,66.12,1,21,SL,42,120,-16.13
KXBTC15M-26APR151745-45,1776288720,no,49,59,9,51,-0.0424,0.0424,120,6.67,65.19,0,21,TP,79,180,27.09
KXBTC15M-26APR151715-15,1776286920,no,61,69,5,39,-0.1237,0.1237,120,-57.42,30.32,1,21,TP,91,600,27.76
KXBTC15M-26APR151700-00,1776286020,no,30,55,25,59,-0.0336,0.0336,120,103.74,-105.26,0,20,SL,10,420,-22.35
KXBTC15M-26APR151645-45,1776285120,no,18,36,18,81,0.1041,0.1041,120,235.84,298.82,0,20,TP,48,120,27.22
KXBTC15M-26APR151630-30,1776284400,no,54,70,6,46,-0.1251,0.1251,300,-74.69,-302.33,1,20,TP,84,360,27.32
KXBTC15M-26APR151530-30,1776280620,no,56,70,14,41,-0.0865,0.0865,120,-90.51,186.95,1,19,SL,35,60,-24.95
KXBTC15M-26APR151515-15,1776279720,yes,44,54,10,45,0.0158,0.0158,120,34.95,84.83,1,19,TP,74,120,26.93
KXBTC15M-26APR151500-00,1776279000,yes,53,63,3,53,0.0534,0.0534,300,120.36,45.57,1,18,TP,83,180,27.27
KXBTC15M-26APR151445-45,1776277920,no,34,63,29,60,-0.0607,0.0607,120,-51.88,-168.42,1,18,SL,23,60,-14.31
KXBTC15M-26APR151430-30,1776277080,no,34,52,10,66,-0.0106,0.0106,180,35.99,63.83,0,18,SL,25,300,-12.41
KXBTC15M-26APR151415-15,1776276120,yes,43,78,32,43,0.1348,0.1348,120,102.06,225.56,1,18,TP,73,120,26.90
KXBTC15M-26APR151400-00,1776275520,yes,55,74,10,55,0.0984,0.0984,420,51.06,-91.33,1,17,TP,85,60,27.38
KXBTC15M-26APR151345-45,1776274500,no,47,63,15,53,-0.0572,0.0572,300,-31.16,111.34,1,17,SL,35,120,-15.97
KXBTC15M-26APR151330-30,1776273420,no,44,56,12,51,-0.0291,0.0291,120,4.33,21.81,0,17,TP,74,360,26.93
KXBTC15M-26APR151315-15,1776272580,yes,64,78,14,67,0.1475,0.1475,180,119.32,147.36,1,17,TP,94,300,27.99
KXBTC15M-26APR151300-00,1776271620,no,50,62,8,50,-0.0592,0.0592,120,1.05,-159.85,0,16,SL,31,180,-22.85
KXBTC15M-26APR151245-45,1776270720,no,52,63,11,45,-0.0640,0.0640,120,-28.14,88.17,1,16,SL,27,360,-28.68
KXBTC15M-26APR151230-30,1776269820,no,39,53,7,61,-0.0213,0.0213,120,23.20,46.03,0,16,SL,22,120,-20.35
KXBTC15M-26APR151215-15,1776268920,yes,53,65,1,53,0.1238,0.1238,120,99.71,17.60,1,16,TP,83,360,27.27
KXBTC15M-26APR151200-00,1776268020,no,34,46,12,63,0.0305,0.0305,120,44.65,216.87,0,15,SL,21,240,-16.20
KXBTC15M-26APR151130-30,1776266220,no,35,55,13,65,-0.0384,0.0384,120,82.62,-77.10,0,15,TP,65,420,26.81
KXBTC15M-26APR151115-15,1776265320,yes,54,61,5,54,0.0876,0.0876,120,1.32,245.78,1,15,SL,33,240,-24.91
KXBTC15M-26APR151100-00,1776264420,no,41,51,3,59,-0.0122,0.0122,120,-47.71,-472.29,1,14,SL,25,120,-19.53
KXBTC15M-26APR151045-45,1776263580,no,48,65,12,52,-0.1147,0.1147,180,-65.80,90.65,1,14,TP,78,180,27.05
KXBTC15M-26APR151015-15,1776261720,yes,32,39,5,32,-0.0810,0.0810,120,32.86,55.98,1,14,SL,20,180,-15.09
KXBTC15M-26APR151000-00,1776260880,no,34,66,32,61,-0.0883,0.0883,180,-20.75,-346.00,1,13,TP,64,420,26.82
KXBTC15M-26APR150930-30,1776259200,no,54,74,6,46,-0.0802,0.0802,300,-43.87,51.62,1,13,SL,4,360,-52.12
KXBTC15M-26APR150915-15,1776258180,no,64,79,2,36,-0.1175,0.1175,180,-72.06,-113.74,1,13,SL,29,360,-38.63
KXBTC15M-26APR150900-00,1776257220,no,43,55,12,52,-0.0209,0.0209,120,0.01,143.62,0,12,TP,73,660,26.90
KXBTC15M-26APR150830-30,1776256080,no,59,75,7,41,-0.0438,0.0438,780,-4.32,-42.47,1,12,TP,89,60,27.62
KXBTC15M-26APR150815-15,1776254640,no,56,67,5,44,-0.0656,0.0656,240,-20.48,115.49,1,12,TP,86,120,27.43
KXBTC15M-26APR150800-00,1776253620,no,38,56,16,62,-0.0242,0.0242,120,38.87,69.43,0,11,SL,18,60,-23.10
KXBTC15M-26APR150745-45,1776252720,no,34,59,25,59,-0.0456,0.0456,120,-43.65,-38.81,1,11,SL,18,300,-19.02
KXBTC15M-26APR150730-30,1776252060,no,65,79,1,35,-0.1428,0.1428,360,-71.76,39.24,1,11,TP,95,480,28.07
KXBTC15M-26APR150715-15,1776250920,no,16,41,25,75,0.0571,0.0571,120,-41.00,-303.56,1,11,SL,5,420,-12.41
KXBTC15M-26APR150700-00,1776250140,no,10,23,9,90,0.1494,0.1494,240,153.78,298.83,0,10,TP,40,180,27.69
KXBTC15M-26APR150645-45,1776249120,no,63,81,9,37,-0.1297,0.1297,120,-100.60,-229.84,1,10,SL,23,660,-43.37
KXBTC15M-26APR150630-30,1776248220,no,58,76,18,39,-0.1031,0.1031,120,-76.32,61.25,1,10,TP,88,240,27.56
KXBTC15M-26APR150615-15,1776247320,no,46,72,26,46,-0.0565,0.0565,120,56.41,56.41,0,10,SL,30,60,-19.80
KXBTC15M-26APR150600-00,1776246420,no,48,67,19,50,-0.0672,0.0672,120,-11.89,14.04,1,9,SL,37,540,-15.03
KXBTC15M-26APR150545-45,1776245520,no,40,65,25,59,-0.0688,0.0688,120,-82.39,-82.39,1,9,SL,26,120,-17.57
KXBTC15M-26APR150530-30,1776244620,no,47,66,19,50,-0.0749,0.0749,120,41.94,-34.61,0,9,SL,38,120,-13.05
KXBTC15M-26APR150515-15,1776243720,no,28,80,52,71,-0.1358,0.1358,120,-118.20,0.03,1,9,TP,58,60,26.88
KXBTC15M-26APR150500-00,1776242820,no,71,77,1,29,-0.1154,0.1154,120,-73.32,79.01,1,8,SL,57,360,-17.84
KXBTC15M-26APR150445-45,1776241920,no,56,67,9,44,-0.0667,0.0667,120,23.06,149.97,0,8,SL,46,60,-14.16
KXBTC15M-26APR150430-30,1776241020,no,40,66,26,58,-0.0666,0.0666,120,25.74,98.90,0,8,SL,27,240,-16.61
KXBTC15M-26APR150415-15,1776240240,yes,36,54,6,36,0.0240,0.0240,240,4.39,111.60,1,8,TP,66,120,26.82
KXBTC15M-26APR150400-00,1776239220,no,36,55,19,52,-0.0271,0.0271,120,-3.47,-105.58,1,7,SL,17,180,-22.00
KXBTC15M-26APR150345-45,1776238320,no,51,57,3,49,-0.0366,0.0366,120,22.75,79.49,0,7,TP,81,120,27.17
KXBTC15M-26APR150315-15,1776236520,no,50,55,4,50,-0.0141,0.0141,120,52.52,-51.94,0,7,SL,35,60,-18.98
KXBTC15M-26APR150300-00,1776235620,no,45,72,24,55,-0.0652,0.0652,120,-17.10,2.36,1,6,SL,34,60,-14.93
KXBTC15M-26APR150245-45,1776234840,no,40,72,32,54,-0.0644,0.0644,240,-48.81,-101.36,1,6,SL,24,360,-19.47
KXBTC15M-26APR150230-30,1776233820,no,52,62,10,48,-0.0406,0.0406,120,-10.06,46.55,1,6,SL,28,120,-27.72
KXBTC15M-26APR150215-15,1776233400,no,52,93,2,48,-0.1279,0.1279,600,37.73,-26.00,0,6,TP,82,0,27.22
KXBTC15M-26APR150200-00,1776232500,yes,42,57,16,42,0.0149,0.0149,600,34.14,99.23,1,5,TP,72,0,26.88
KXBTC15M-26APR150145-45,1776231120,no,50,80,24,50,-0.1206,0.1206,120,-61.16,-246.33,1,5,TP,80,360,27.13
KXBTC15M-26APR150130-30,1776230220,no,54,77,23,44,-0.1001,0.1001,120,15.00,-207.64,0,5,TP,84,300,27.32
KXBTC15M-26APR150115-15,1776229320,yes,72,80,4,72,0.0817,0.0817,120,107.31,120.68,1,5,SL,44,240,-31.83
KXBTC15M-26APR150100-00,1776228420,no,70,90,20,30,-0.1359,0.1359,120,-57.73,-27.98,1,4,SL,58,180,-15.86
KXBTC15M-26APR150045-45,1776227520,no,42,62,17,58,-0.0301,0.0301,120,-14.21,-76.96,1,4,SL,22,240,-23.39
KXBTC15M-26APR150030-30,1776226740,no,36,68,32,54,-0.0484,0.0484,240,-6.86,-74.53,1,4,TP,66,60,26.82
KXBTC15M-26APR150015-15,1776225720,yes,60,71,3,60,0.0597,0.0597,120,134.47,170.98,1,4,PRE_EXP,87,720,24.21
KXBTC15M-26APR150000-00,1776224820,no,42,61,19,50,-0.0309,0.0309,120,0.00,-67.68,0,3,SL,30,180,-15.76
KXBTC15M-26APR142345-45,1776224160,no,58,73,15,37,-0.0577,0.0577,360,81.53,81.53,0,3,TP,88,180,27.56
KXBTC15M-26APR142330-30,1776223020,no,58,69,11,39,-0.0719,0.0719,120,-28.98,-77.43,1,3,SL,45,360,-17.13
KXBTC15M-26APR142315-15,1776222120,no,64,75,3,36,-0.0921,0.0921,120,-59.64,46.67,1,3,TP,94,480,27.99
KXBTC15M-26APR142045-45,1776213120,no,48,63,7,52,-0.1024,0.1024,120,-108.41,43.65,1,0,SL,39,720,-13.08
KXBTC15M-26APR142030-30,1776212220,no,62,73,11,38,-0.1441,0.1441,120,-157.04,167.82,1,0,SL,48,300,-18.10
KXBTC15M-26APR142000-00,1776210420,no,44,63,19,51,-0.0485,0.0485,120,47.83,18.81,0,23,SL,33,60,-14.89
KXBTC15M-26APR141945-45,1776209520,no,22,40,18,67,0.0351,0.0351,120,63.98,7.17,0,23,TP,52,120,27.05
KXBTC15M-26APR141930-30,1776208620,no,38,47,9,59,0.0184,0.0184,120,97.05,78.14,0,23,SL,20,120,-21.22
KXBTC15M-26APR141915-15,1776207720,no,44,53,9,52,-0.0168,0.0168,120,-8.12,-20.15,1,23,SL,34,120,-13.92
KXBTC15M-26APR141900-00,1776207480,yes,64,78,21,64,0.0777,0.0777,780,-10.52,48.43,0,22,TP,94,0,27.99
KXBTC15M-26APR141845-45,1776205920,yes,47,67,3,47,0.1027,0.1027,120,8.55,-219.79,1,22,SL,36,360,-15.00
KXBTC15M-26APR141815-15,1776204120,no,60,73,13,37,-0.1135,0.1135,120,73.21,188.37,0,22,SL,49,300,-15.13
KXBTC15M-26APR141800-00,1776203220,no,44,57,13,55,-0.0263,0.0263,120,63.11,-49.78,0,21,SL,16,300,-31.04
KXBTC15M-26APR141745-45,1776202320,no,54,68,8,46,-0.0749,0.0749,120,-22.14,-82.54,1,21,TP,84,300,27.32
KXBTC15M-26APR141730-30,1776201420,no,65,75,5,35,-0.1187,0.1187,120,-76.73,22.34,1,21,TP,95,360,28.07
KXBTC15M-26APR141715-15,1776200520,no,25,41,16,70,0.0438,0.0438,120,114.34,-78.32,0,21,SL,4,180,-22.69
KXBTC15M-26APR141700-00,1776199620,no,52,67,9,48,-0.0856,0.0856,120,41.15,-37.42,0,20,TP,82,420,27.22
KXBTC15M-26APR141645-45,1776198720,no,20,42,22,75,0.0470,0.0470,120,63.44,-65.67,0,20,TP,50,300,27.13
KXBTC15M-26APR141615-15,1776197160,no,34,57,23,59,-0.0483,0.0483,360,-63.13,124.38,1,20,SL,19,120,-18.08
KXBTC15M-26APR141600-00,1776196080,no,42,57,14,58,-0.0524,0.0524,180,-92.89,-97.00,1,19,SL,31,300,-14.80
KXBTC15M-26APR141545-45,1776195120,no,29,43,11,71,0.0645,0.0645,120,312.83,-59.87,0,19,TP,59,180,26.87
KXBTC15M-26APR141530-30,1776194220,no,43,53,10,54,-0.0209,0.0209,120,-70.75,170.82,1,19,SL,33,60,-13.88
KXBTC15M-26APR141515-15,1776193320,no,28,46,18,70,0.0299,0.0299,120,0.64,156.24,0,19,SL,14,60,-16.59
KXBTC15M-26APR141430-30,1776190620,no,50,58,8,49,-0.0510,0.0510,120,-104.16,-137.11,1,18,SL,28,120,-25.73
KXBTC15M-26APR141415-15,1776189720,no,36,48,12,62,0.0113,0.0113,120,49.95,226.72,0,18,TP,66,720,26.82
KXBTC15M-26APR141400-00,1776188820,no,46,56,10,52,-0.0493,0.0493,120,69.57,-85.15,0,17,SL,27,120,-22.67
KXBTC15M-26APR141330-30,1776187020,no,42,61,17,58,-0.0836,0.0836,120,0.00,132.11,0,17,SL,25,180,-20.54
KXBTC15M-26APR141315-15,1776186240,no,28,44,16,69,0.0472,0.0472,240,84.26,-488.19,0,17,SL,18,120,-12.86
KXBTC15M-26APR141245-45,1776184320,no,57,63,5,43,-0.1027,0.1027,120,-94.43,-207.33,1,16,TP,87,240,27.49
KXBTC15M-26APR141230-30,1776183420,no,60,67,7,39,-0.1263,0.1263,120,-137.91,5.31,1,16,TP,90,300,27.69
KXBTC15M-26APR141215-15,1776183180,yes,61,80,19,61,0.0905,0.0905,780,-263.09,57.08,0,16,TP,91,0,27.76
KXBTC15M-26APR141200-00,1776181800,yes,46,61,15,50,0.0875,0.0875,300,75.72,301.29,1,15,TP,76,180,26.98
KXBTC15M-26APR141145-45,1776180720,no,26,41,15,68,0.1042,0.1042,120,0.01,249.72,0,15,SL,12,60,-16.38
KXBTC15M-26APR141130-30,1776179820,no,53,62,8,47,-0.1347,0.1347,120,33.73,-417.37,0,15,SL,39,60,-18.08
KXBTC15M-26APR141115-15,1776178920,yes,37,46,1,37,-0.0479,0.0479,120,-57.90,-253.10,0,15,SL,11,240,-28.59
KXBTC15M-26APR141045-45,1776177120,no,24,55,31,73,-0.0482,0.0482,120,118.23,232.88,0,14,TP,54,120,26.98
KXBTC15M-26APR141030-30,1776176340,no,52,61,3,48,-0.1113,0.1113,240,16.96,140.66,0,14,SL,38,120,-18.06
KXBTC15M-26APR141015-15,1776175320,no,50,63,13,47,-0.1093,0.1093,120,21.83,112.44,0,14,SL,32,300,-21.88
KXBTC15M-26APR141000-00,1776174420,yes,62,70,6,62,0.1473,0.1473,120,172.69,695.40,1,13,SL,44,120,-22.06
KXBTC15M-26APR140945-45,1776173520,yes,53,67,11,53,0.0799,0.0799,120,-24.47,61.41,0,13,TP,83,120,27.27
KXBTC15M-26APR140930-30,1776172620,yes,48,60,12,51,0.0365,0.0365,120,65.71,31.67,1,13,TP,78,120,27.05
KXBTC15M-26APR140915-15,1776171780,yes,64,80,0,64,0.1273,0.1273,180,169.84,217.26,1,13,TP,94,360,27.99
KXBTC15M-26APR140900-00,1776170940,yes,52,69,3,52,0.0656,0.0656,240,81.61,41.84,1,12,TP,82,180,27.22
KXBTC15M-26APR140845-45,1776169920,no,33,38,2,67,0.0470,0.0470,120,37.88,-70.38,0,12,SL,21,60,-15.17
KXBTC15M-26APR140830-30,1776169020,yes,70,82,6,70,0.1236,0.1236,120,90.26,61.50,1,12,SL,50,360,-23.92
KXBTC15M-26APR140815-15,1776168120,no,66,75,5,34,-0.0867,0.0867,120,-56.64,54.65,1,12,SL,57,60,-12.97
KXBTC15M-26APR140800-00,1776167220,no,62,77,15,38,-0.0828,0.0828,120,-98.17,-95.42,1,11,SL,23,120,-42.38
KXBTC15M-26APR140730-30,1776165420,no,38,55,17,62,-0.0164,0.0164,120,29.10,33.84,0,11,SL,22,240,-19.33
KXBTC15M-26APR140715-15,1776164520,no,52,65,13,47,-0.0453,0.0453,120,26.99,26.99,0,11,SL,42,120,-14.13
