ticker,entry_ts,side,entry_c,fair_for_side,spread_c,baseline_c,btc_dist_signed_pct,btc_dist_abs_pct,session_age_s,btc_5m_move,btc_15m_move,aligned_with_btc5m,hour_utc,exit_reason,exit_c,fill_at_s,net_c
KXBTC15M-26APR140700-00,1776163620,no,48,67,19,49,-0.0513,0.0513,120,-53.04,-192.31,1,10,SL,35,180,-16.98
KXBTC15M-26APR140645-45,1776162720,no,36,67,29,64,-0.0616,0.0616,120,-29.57,49.48,1,10,TP,66,420,26.82
KXBTC15M-26APR140630-30,1776161820,no,49,74,22,51,-0.0833,0.0833,120,-22.17,19.75,1,10,SL,32,300,-20.88
KXBTC15M-26APR140615-15,1776160920,no,58,69,11,39,-0.0744,0.0744,120,-44.52,0.45,1,10,SL,21,360,-40.33
KXBTC15M-26APR140600-00,1776160020,no,54,70,16,44,-0.1048,0.1048,120,-201.68,-183.51,1,9,TP,84,480,27.32
KXBTC15M-26APR140530-30,1776158340,no,38,64,26,59,-0.0700,0.0700,240,-24.10,68.05,1,9,TP,68,180,26.83
KXBTC15M-26APR140515-15,1776157440,no,45,73,23,55,-0.1140,0.1140,240,40.64,26.21,0,9,TP,75,120,26.95
KXBTC15M-26APR140500-00,1776156600,yes,42,61,17,42,0.0391,0.0391,300,83.79,-28.71,1,8,TP,72,0,26.88
KXBTC15M-26APR140445-45,1776155940,yes,77,92,5,77,0.1453,0.1453,540,-28.10,223.34,0,8,PRE_EXP,98,300,19.57
KXBTC15M-26APR140430-30,1776154620,no,49,66,10,51,-0.0503,0.0503,120,-5.16,1.51,1,8,SL,2,720,-48.94
KXBTC15M-26APR140415-15,1776153720,no,46,53,5,54,-0.0165,0.0165,120,25.55,56.28,0,8,SL,35,240,-14.97
KXBTC15M-26APR140400-00,1776152820,no,54,61,3,46,-0.0737,0.0737,120,-81.25,-166.18,1,7,SL,45,300,-13.16
KXBTC15M-26APR140345-45,1776151920,yes,26,38,12,33,-0.0793,0.0793,120,-10.70,-54.21,0,7,SL,15,120,-13.60
KXBTC15M-26APR140330-30,1776151680,no,64,92,6,36,-0.1451,0.1451,780,47.93,-71.13,0,7,TP,94,0,27.99
KXBTC15M-26APR140315-15,1776150120,yes,24,38,14,31,-0.0512,0.0512,120,-0.60,78.74,0,7,TP,54,120,26.98
KXBTC15M-26APR140300-00,1776149340,no,47,67,19,53,-0.0646,0.0646,240,-31.04,52.60,1,6,SL,25,60,-25.58
KXBTC15M-26APR140245-45,1776148320,no,66,85,19,31,-0.1427,0.1427,120,-91.45,8.82,1,6,SL,56,60,-13.99
KXBTC15M-26APR140230-30,1776147420,no,55,64,6,45,-0.0499,0.0499,120,1.93,34.06,0,6,SL,46,60,-13.17
KXBTC15M-26APR140215-15,1776146520,no,12,28,16,85,0.0807,0.0807,120,98.21,4.71,0,6,SL,2,300,-10.93
KXBTC15M-26APR140200-00,1776145620,no,52,66,12,48,-0.0489,0.0489,120,-25.15,-75.86,1,5,TP,82,420,27.22
KXBTC15M-26APR140145-45,1776144840,no,58,85,15,42,-0.1021,0.1021,240,-61.39,-41.79,1,5,SL,45,180,-17.13
KXBTC15M-26APR140130-30,1776143820,yes,42,56,12,42,0.0120,0.0120,120,28.74,53.74,1,5,SL,14,540,-30.89
KXBTC15M-26APR140115-15,1776142920,no,65,83,15,35,-0.0888,0.0888,120,-12.50,-83.81,1,5,TP,95,720,28.07
KXBTC15M-26APR140100-00,1776142020,yes,54,61,4,54,0.0251,0.0251,120,22.03,-36.97,1,4,SL,19,720,-38.25
KXBTC15M-26APR140045-45,1776141120,no,62,71,3,38,-0.0684,0.0684,120,2.01,13.65,0,4,TP,92,540,27.84
KXBTC15M-26APR140030-30,1776140220,no,47,62,14,53,-0.0384,0.0384,120,53.79,4.29,0,4,SL,32,180,-18.88
KXBTC15M-26APR140015-15,1776139380,no,65,81,11,35,-0.1010,0.1010,180,-47.60,-17.47,1,4,SL,50,180,-19.04
KXBTC15M-26APR140000-00,1776138420,no,68,79,9,32,-0.1133,0.1133,120,-17.68,142.20,1,3,SL,58,60,-13.91
KXBTC15M-26APR132345-45,1776137520,no,18,61,43,71,-0.0368,0.0368,120,0.00,-40.87,0,3,SL,7,120,-12.67
KXBTC15M-26APR132330-30,1776136620,no,61,82,20,39,-0.1343,0.1343,120,-99.31,2.71,1,3,TP,91,420,27.76
KXBTC15M-26APR132315-15,1776135720,no,62,68,4,38,-0.0809,0.0809,120,-15.81,-98.69,1,3,SL,51,240,-15.10
KXBTC15M-26APR132300-00,1776134940,no,54,79,25,39,-0.1233,0.1233,240,-63.82,66.03,1,2,TP,84,360,27.32
KXBTC15M-26APR132245-45,1776133920,no,65,80,14,35,-0.1294,0.1294,120,-124.74,-161.80,1,2,SL,34,540,-34.79
KXBTC15M-26APR132230-30,1776133020,yes,48,58,4,48,0.0319,0.0319,120,52.46,140.91,1,2,TP,78,240,27.05
KXBTC15M-26APR132215-15,1776132120,no,52,60,8,46,-0.0430,0.0430,120,7.95,8.23,0,2,SL,35,60,-20.98
KXBTC15M-26APR132200-00,1776131220,no,32,43,11,67,0.0335,0.0335,120,74.30,141.35,0,1,SL,17,300,-17.91
KXBTC15M-26APR132145-45,1776130320,no,50,74,24,47,-0.1268,0.1268,120,-40.23,-3.70,1,1,SL,4,720,-48.13
KXBTC15M-26APR132130-30,1776129420,no,55,65,7,45,-0.0786,0.0786,120,-3.39,156.56,1,1,SL,34,180,-24.93
KXBTC15M-26APR132115-15,1776128520,no,64,73,4,36,-0.1187,0.1187,120,-48.35,-181.99,1,1,SL,40,180,-27.96
KXBTC15M-26APR132045-45,1776126720,no,48,68,12,52,-0.1116,0.1116,120,-36.87,-212.50,1,0,SL,34,240,-17.95
KXBTC15M-26APR132030-30,1776125820,no,30,37,7,68,0.1120,0.1120,120,142.50,-71.50,0,0,SL,13,60,-19.58
KXBTC15M-26APR132015-15,1776125100,no,50,64,8,50,-0.1119,0.1119,300,5.52,-133.78,0,0,TP,80,180,27.13
KXBTC15M-26APR132000-00,1776124020,no,52,64,6,48,-0.1318,0.1318,120,-108.25,-143.01,1,23,SL,41,60,-15.12
KXBTC15M-26APR131930-30,1776122220,no,49,55,1,51,-0.0406,0.0406,120,5.96,171.76,0,23,SL,29,240,-23.77
KXBTC15M-26APR131915-15,1776121440,yes,30,42,12,30,-0.1031,0.1031,240,-97.76,142.40,0,23,TP,60,360,26.85
KXBTC15M-26APR131900-00,1776120480,yes,47,56,6,47,0.0802,0.0802,180,145.10,-7.98,1,22,TP,77,180,27.02
KXBTC15M-26APR131845-45,1776119820,no,24,45,16,76,0.0509,0.0509,420,-85.42,-4.89,1,22,TP,54,180,26.98
KXBTC15M-26APR131800-00,1776116820,no,62,74,12,37,-0.1135,0.1135,120,-143.42,88.54,1,21,SL,41,180,-25.02
KXBTC15M-26APR131745-45,1776115920,no,49,69,13,51,-0.0822,0.0822,120,-39.05,-166.55,1,21,SL,38,60,-15.06
KXBTC15M-26APR131730-30,1776115020,no,47,59,9,53,-0.0364,0.0364,120,-28.59,127.82,1,21,TP,77,180,27.02
KXBTC15M-26APR131715-15,1776114120,no,60,71,11,40,-0.1059,0.1059,120,36.00,-109.55,0,21,SL,42,300,-22.07
KXBTC15M-26APR131700-00,1776113220,no,42,56,14,49,-0.0354,0.0354,120,93.41,142.10,0,20,TP,72,300,26.88
KXBTC15M-26APR131645-45,1776112320,no,49,58,5,51,-0.0501,0.0501,120,49.92,-17.71,0,20,SL,39,60,-14.08
KXBTC15M-26APR131630-30,1776111420,no,55,63,3,45,-0.0955,0.0955,120,-74.26,-148.01,1,20,SL,43,60,-16.13
KXBTC15M-26APR131615-15,1776110580,no,51,65,5,49,-0.1085,0.1085,180,-36.10,7.04,1,20,TP,81,480,27.17
KXBTC15M-26APR131515-15,1776106920,no,54,68,14,44,-0.0898,0.0898,120,-41.58,71.16,1,19,TP,84,360,27.32
KXBTC15M-26APR131500-00,1776106020,no,51,71,19,49,-0.1337,0.1337,120,-41.10,48.88,1,18,SL,42,480,-13.14
KXBTC15M-26APR131445-45,1776105120,no,24,33,9,74,0.1072,0.1072,120,208.80,82.02,0,18,SL,15,60,-11.53
KXBTC15M-26APR131430-30,1776104220,no,45,56,6,55,-0.0466,0.0466,120,-16.54,81.69,1,18,SL,35,180,-13.96
KXBTC15M-26APR131415-15,1776103320,no,50,63,13,47,-0.1025,0.1025,120,10.47,-313.16,0,18,SL,41,360,-13.12
KXBTC15M-26APR131400-00,1776102420,no,42,61,19,57,-0.0787,0.0787,120,-22.53,-91.08,1,17,TP,72,240,26.88
KXBTC15M-26APR131345-45,1776101520,no,26,39,13,72,0.0915,0.0915,120,227.09,223.59,0,17,SL,10,660,-18.23
KXBTC15M-26APR131330-30,1776100620,no,58,65,7,42,-0.0953,0.0953,120,-72.74,89.99,1,17,SL,49,60,-13.15
KXBTC15M-26APR131315-15,1776099780,yes,43,54,2,43,0.0267,0.0267,180,87.27,-128.11,1,17,TP,73,420,26.90
KXBTC15M-26APR131300-00,1776098820,yes,50,56,4,50,0.0454,0.0454,120,174.60,80.72,1,16,SL,27,360,-26.68
KXBTC15M-26APR131245-45,1776098040,no,34,58,24,63,-0.0478,0.0478,240,-21.33,121.80,1,16,SL,22,360,-15.25
KXBTC15M-26APR131230-30,1776097080,yes,43,56,4,43,0.0406,0.0406,180,115.88,235.14,1,16,TP,73,360,26.90
KXBTC15M-26APR131215-15,1776096120,no,44,60,15,56,-0.0609,0.0609,120,26.51,26.17,0,16,TP,74,240,26.93
KXBTC15M-26APR131200-00,1776095220,no,38,59,21,59,-0.0722,0.0722,120,51.06,37.61,0,15,SL,29,60,-12.67
KXBTC15M-26APR131100-00,1776091740,no,32,47,15,66,0.0220,0.0220,240,8.85,184.25,0,14,SL,11,360,-23.48
KXBTC15M-26APR131045-45,1776091320,yes,60,74,25,60,0.1180,0.1180,720,-23.03,99.77,0,14,TP,90,0,27.69
KXBTC15M-26APR131030-30,1776089820,no,30,64,34,63,-0.1361,0.1361,120,-61.95,-38.26,1,14,TP,60,60,26.85
KXBTC15M-26APR131015-15,1776088920,no,47,56,0,53,-0.0587,0.0587,120,0.00,580.54,0,14,TP,77,480,27.02
KXBTC15M-26APR131000-00,1776088020,no,44,53,9,55,-0.0205,0.0205,120,-50.18,-213.18,1,13,SL,9,120,-37.53
KXBTC15M-26APR130945-45,1776087120,yes,40,56,16,41,0.0317,0.0317,120,17.33,61.92,1,13,SL,24,120,-19.47
KXBTC15M-26APR130915-15,1776085320,yes,58,70,10,58,0.1007,0.1007,120,-6.82,294.59,0,13,SL,43,420,-19.11
KXBTC15M-26APR130900-00,1776084420,no,20,33,13,75,0.0581,0.0581,120,118.42,-69.05,0,12,SL,3,300,-18.41
KXBTC15M-26APR130845-45,1776083520,yes,38,85,47,44,0.1080,0.1080,120,0.00,-23.54,0,12,SL,24,60,-17.44
KXBTC15M-26APR130830-30,1776082620,no,51,56,0,49,-0.0166,0.0166,120,-30.68,91.68,1,12,TP,81,240,27.17
KXBTC15M-26APR130815-15,1776081720,no,74,80,0,26,-0.0847,0.0847,120,-48.96,-101.25,1,12,SL,65,240,-12.58
KXBTC15M-26APR130800-00,1776081000,no,39,60,8,61,-0.0281,0.0281,300,-52.29,80.58,1,11,SL,25,240,-17.50
KXBTC15M-26APR130745-45,1776079920,no,43,54,11,57,-0.0120,0.0120,120,-2.75,-8.70,1,11,TP,73,300,26.90
KXBTC15M-26APR130715-15,1776078180,yes,63,75,1,63,0.0900,0.0900,180,-35.47,-35.47,0,11,TP,93,240,27.91
KXBTC15M-26APR130700-00,1776077220,yes,49,80,28,49,0.0901,0.0901,120,0.00,70.99,0,10,SL,37,420,-16.03
KXBTC15M-26APR130645-45,1776076320,no,47,60,10,53,-0.0208,0.0208,120,0.00,47.20,0,10,TP,77,240,27.02
KXBTC15M-26APR130630-30,1776076020,no,87,99,2,13,-0.0834,0.0834,720,0.00,-42.06,0,10,PRE_EXP,99,120,11.11
KXBTC15M-26APR130615-15,1776074520,yes,44,53,9,48,0.0115,0.0115,120,0.00,42.52,0,10,TP,74,360,26.93
KXBTC15M-26APR130600-00,1776074160,yes,42,58,3,42,0.0232,0.0232,660,42.52,23.45,1,9,TP,72,60,26.88
KXBTC15M-26APR130545-45,1776072720,no,38,63,25,58,-0.0796,0.0796,120,0.00,31.02,0,9,SL,29,480,-12.67
KXBTC15M-26APR130530-30,1776072360,yes,43,58,32,43,0.0276,0.0276,660,31.02,47.59,1,9,TP,73,0,26.90
KXBTC15M-26APR130515-15,1776070920,no,9,37,28,84,0.0733,0.0733,120,212.75,212.75,0,9,SL,1,720,-8.67
KXBTC15M-26APR130445-45,1776069120,yes,43,55,5,43,0.0147,0.0147,120,0.00,3.43,0,8,SL,34,120,-12.91
KXBTC15M-26APR130430-30,1776068220,yes,43,62,11,43,0.0395,0.0395,120,0.00,-45.93,0,8,SL,19,180,-27.22
KXBTC15M-26APR130415-15,1776067560,yes,33,56,10,33,0.0134,0.0134,360,15.48,15.48,1,8,TP,63,0,26.82
KXBTC15M-26APR130400-00,1776066420,no,43,56,13,57,-0.0168,0.0168,120,49.04,24.11,0,7,SL,26,60,-20.60
KXBTC15M-26APR130345-45,1776065520,no,39,46,6,61,0.0110,0.0110,120,42.79,-158.30,0,7,SL,8,420,-33.39
KXBTC15M-26APR130330-30,1776064620,no,53,62,0,47,-0.0293,0.0293,120,-24.33,-120.87,1,7,TP,83,240,27.27
KXBTC15M-26APR130315-15,1776063720,no,62,69,7,38,-0.0471,0.0471,120,-40.94,-99.09,1,7,TP,92,300,27.84
KXBTC15M-26APR130300-00,1776062820,yes,79,90,5,79,0.1221,0.1221,120,74.51,96.44,1,6,SL,70,300,-12.22
KXBTC15M-26APR130230-30,1776061020,yes,38,43,1,38,-0.0255,0.0255,120,-1.57,70.57,0,6,TP,68,180,26.83
KXBTC15M-26APR130215-15,1776060120,no,24,31,7,74,0.0724,0.0724,120,58.44,67.45,0,6,SL,14,60,-12.46
KXBTC15M-26APR130200-00,1776059700,yes,79,93,5,79,0.1356,0.1356,600,20.84,157.21,1,5,PRE_EXP,100,240,19.84
KXBTC15M-26APR130145-45,1776058320,no,72,85,1,28,-0.1397,0.1397,120,-15.67,-81.70,1,5,PRE_EXP,100,720,26.59
KXBTC15M-26APR130130-30,1776057420,no,28,38,10,67,0.0348,0.0348,120,36.97,-47.66,0,5,TP,58,300,26.88
KXBTC15M-26APR130115-15,1776056580,no,48,63,15,47,-0.0416,0.0416,180,-63.31,-114.63,1,5,TP,78,240,27.05
KXBTC15M-26APR130100-00,1776055740,no,79,92,7,21,-0.1278,0.1278,240,-61.50,-106.16,1,4,PRE_EXP,100,600,19.84
KXBTC15M-26APR130045-45,1776054780,yes,66,80,0,66,0.0822,0.0822,180,66.48,135.18,1,4,TP,96,420,28.16
KXBTC15M-26APR130030-30,1776054360,yes,58,86,1,58,0.0626,0.0626,660,38.86,84.89,1,4,TP,88,60,27.56
KXBTC15M-26APR130015-15,1776052980,no,49,59,1,51,-0.0283,0.0283,180,-6.49,24.19,1,4,TP,79,300,27.09
KXBTC15M-26APR130000-00,1776052020,no,64,72,6,36,-0.0865,0.0865,120,-46.59,-127.62,1,3,SL,52,180,-16.06
KXBTC15M-26APR122345-45,1776051240,no,57,65,3,43,-0.0557,0.0557,240,-46.97,-127.42,1,3,TP,87,180,27.49
KXBTC15M-26APR122330-30,1776050220,yes,54,66,4,54,0.0662,0.0662,120,30.53,98.72,1,3,TP,84,120,27.32
KXBTC15M-26APR122315-15,1776049320,no,63,71,3,37,-0.0974,0.0974,120,-88.76,-52.57,1,3,SL,24,180,-42.42
KXBTC15M-26APR122300-00,1776048420,no,48,58,8,52,-0.0352,0.0352,120,-35.46,-162.76,1,2,TP,78,360,27.05
KXBTC15M-26APR122245-45,1776047580,no,37,71,19,63,-0.0724,0.0724,180,-28.30,151.50,1,2,TP,67,300,26.82
KXBTC15M-26APR122230-30,1776046620,no,48,63,15,48,-0.0412,0.0412,120,-127.05,-220.46,1,2,SL,38,60,-14.06
KXBTC15M-26APR122215-15,1776045840,no,42,70,12,58,-0.0554,0.0554,240,-24.18,67.11,1,2,TP,72,180,26.88
KXBTC15M-26APR122200-00,1776044820,no,49,72,22,51,-0.0762,0.0762,120,0.00,23.68,0,1,SL,39,60,-14.08
KXBTC15M-26APR122145-45,1776043980,yes,21,31,1,21,-0.0843,0.0843,180,-39.14,24.30,0,1,TP,51,180,27.09
KXBTC15M-26APR122130-30,1776043020,no,60,72,8,40,-0.1163,0.1163,120,-134.63,-41.19,1,1,TP,90,600,27.69
KXBTC15M-26APR122115-15,1776042120,no,39,63,21,61,-0.0721,0.0721,120,-6.30,75.97,1,1,TP,69,420,26.84
KXBTC15M-26APR122100-00,1776041340,yes,50,68,2,50,0.0920,0.0920,240,74.80,48.98,1,0,TP,80,120,27.13
KXBTC15M-26APR122045-45,1776040380,yes,43,62,16,43,0.0540,0.0540,180,-20.48,177.96,0,0,TP,73,240,26.90
KXBTC15M-26APR122030-30,1776039900,yes,42,57,3,42,0.0179,0.0179,600,16.75,-1.36,1,0,TP,72,60,26.88
KXBTC15M-26APR122015-15,1776038580,no,76,86,2,24,-0.1315,0.1315,180,-64.71,-13.45,1,0,SL,48,180,-31.72
KXBTC15M-26APR122000-00,1776037620,no,36,45,9,63,0.0231,0.0231,120,0.00,35.15,0,23,TP,66,180,26.82
KXBTC15M-26APR121945-45,1776037380,no,80,94,4,20,-0.1011,0.1011,780,84.64,-39.94,0,23,PRE_EXP,100,60,18.88
KXBTC15M-26APR121930-30,1776036360,yes,40,72,32,44,0.0733,0.0733,660,59.10,-29.55,1,23,TP,70,60,26.85
KXBTC15M-26APR121915-15,1776035100,yes,15,27,12,16,-0.1496,0.1496,300,-83.39,-79.76,0,23,SL,1,180,-14.99
KXBTC15M-26APR121900-00,1776034020,yes,56,63,1,56,0.1234,0.1234,120,0.00,277.55,0,22,SL,42,180,-18.11
KXBTC15M-26APR121845-45,1776033180,yes,43,61,3,43,0.0960,0.0960,180,130.50,-98.23,1,22,TP,73,120,26.90
KXBTC15M-26APR121830-30,1776032220,no,62,67,3,38,-0.1361,0.1361,120,-9.04,31.06,1,22,TP,92,480,27.84
KXBTC15M-26APR121800-00,1776030540,no,49,81,19,51,-0.1225,0.1225,240,-11.31,-11.31,1,21,TP,79,60,27.09
KXBTC15M-26APR121745-45,1776029520,no,53,58,2,47,-0.0414,0.0414,120,-2.98,16.06,1,21,SL,28,480,-28.72
KXBTC15M-26APR121730-30,1776028620,no,14,32,18,78,0.0929,0.0929,120,27.91,-132.07,0,21,SL,2,300,-13.03
KXBTC15M-26APR121715-15,1776027900,yes,66,74,6,66,0.1033,0.1033,300,82.83,189.32,1,21,SL,45,180,-25.00
KXBTC15M-26APR121700-00,1776027240,yes,11,41,30,21,-0.0243,0.0243,540,104.65,207.60,1,20,SL,1,180,-10.78
KXBTC15M-26APR121645-45,1776025920,no,44,55,10,56,-0.0108,0.0108,120,34.75,118.53,0,20,SL,30,60,-17.78
KXBTC15M-26APR121630-30,1776025020,no,73,96,20,27,-0.1187,0.1187,120,-61.68,-155.36,1,20,SL,43,180,-33.78
KXBTC15M-26APR121615-15,1776024120,no,38,60,22,57,-0.0160,0.0160,120,0.00,34.51,0,20,TP,68,300,26.83
KXBTC15M-26APR121600-00,1776023220,no,70,97,26,30,-0.1143,0.1143,120,-71.15,-95.34,1,19,SL,59,60,-14.84
KXBTC15M-26APR121545-45,1776022320,no,56,76,20,44,-0.0327,0.0327,120,-4.41,6.37,1,19,SL,45,180,-15.15
KXBTC15M-26APR121530-30,1776021420,no,72,79,5,28,-0.0638,0.0638,120,-49.72,42.37,1,19,PRE_EXP,99,720,25.49
KXBTC15M-26APR121515-15,1776020520,no,38,76,38,57,-0.0615,0.0615,120,0.00,-6.46,0,19,SL,14,300,-26.83
KXBTC15M-26APR121500-00,1776019620,no,45,57,12,55,-0.0273,0.0273,120,9.40,9.40,0,18,SL,31,240,-17.83
KXBTC15M-26APR121430-30,1776018000,no,39,71,3,61,-0.0722,0.0722,300,-47.19,-50.94,1,18,TP,69,120,26.84
KXBTC15M-26APR121415-15,1776016920,no,49,66,12,51,-0.0595,0.0595,120,-94.28,95.86,1,18,SL,27,180,-25.68
KXBTC15M-26APR121400-00,1776016020,no,56,61,5,44,-0.0254,0.0254,120,39.07,25.20,0,17,SL,26,180,-33.61
KXBTC15M-26APR121345-45,1776015120,no,46,76,28,54,-0.0623,0.0623,120,0.00,36.20,0,17,TP,76,360,26.98
KXBTC15M-26APR121330-30,1776014220,no,50,59,9,46,-0.0273,0.0273,120,0.23,-0.05,0,17,SL,32,180,-21.88
KXBTC15M-26APR121315-15,1776013320,no,39,54,14,61,-0.0115,0.0115,120,62.40,48.26,0,17,SL,24,60,-18.45
KXBTC15M-26APR121300-00,1776012540,no,42,74,14,58,-0.0703,0.0703,240,-15.95,-85.76,1,16,SL,30,180,-15.76
KXBTC15M-26APR121245-45,1776011520,no,48,59,9,52,-0.0386,0.0386,120,-6.83,-12.09,1,16,TP,78,360,27.05
KXBTC15M-26APR121230-30,1776010740,no,56,74,2,44,-0.1032,0.1032,240,-62.83,-44.92,1,16,TP,86,180,27.43
KXBTC15M-26APR121215-15,1776009720,yes,41,47,0,41,-0.0142,0.0142,120,-5.54,33.77,0,16,TP,71,120,26.87
KXBTC15M-26APR121200-00,1776009300,yes,45,57,27,45,0.0188,0.0188,600,39.31,83.58,1,15,TP,75,0,26.95
KXBTC15M-26APR121145-45,1776008280,yes,33,75,13,33,0.0896,0.0896,480,199.31,12.54,1,15,TP,63,0,26.82
KXBTC15M-26APR121130-30,1776007080,no,55,72,12,45,-0.0901,0.0901,180,-18.98,-8.84,1,15,TP,85,300,27.38
KXBTC15M-26APR121115-15,1776006360,no,45,60,15,53,-0.0345,0.0345,360,-40.62,-34.02,1,15,SL,33,120,-15.90
KXBTC15M-26APR121100-00,1776005220,no,40,73,33,54,-0.1061,0.1061,120,-11.19,-245.31,1,14,TP,70,180,26.85
KXBTC15M-26APR121045-45,1776004320,no,66,80,6,34,-0.0915,0.0915,120,0.00,-16.52,0,14,TP,96,420,28.16
KXBTC15M-26APR121030-30,1776004080,yes,73,86,13,73,0.0481,0.0481,780,0.00,60.15,0,14,PRE_EXP,100,60,25.62
KXBTC15M-26APR121015-15,1776002520,no,38,56,18,56,-0.0249,0.0249,120,-32.20,-158.01,1,14,SL,29,60,-12.67
KXBTC15M-26APR121000-00,1776001620,yes,43,58,14,43,0.0539,0.0539,120,0.00,33.15,0,13,SL,26,60,-20.60
KXBTC15M-26APR120945-45,1776000720,yes,30,37,7,32,-0.0937,0.0937,120,-70.19,-24.71,0,13,SL,15,360,-17.72
KXBTC15M-26APR120930-30,1775999820,no,32,46,14,63,0.0275,0.0275,120,-11.46,77.40,1,13,SL,20,300,-15.09
KXBTC15M-26APR120915-15,1775999400,yes,14,36,4,14,-0.0535,0.0535,600,80.74,28.00,1,13,SL,3,60,-12.13
KXBTC15M-26APR120900-00,1775998020,no,57,96,36,43,-0.1458,0.1458,120,0.00,0.00,0,12,TP,87,180,27.49
KXBTC15M-26APR120845-45,1775997120,no,44,68,24,55,-0.0413,0.0413,120,2.68,28.61,0,12,TP,74,120,26.93
KXBTC15M-26APR120830-30,1775996220,no,45,70,18,55,-0.0507,0.0507,120,-18.17,-33.77,1,12,SL,23,180,-25.47
KXBTC15M-26APR120815-15,1775995560,no,82,91,4,18,-0.1328,0.1328,360,-12.88,-58.30,1,12,SETTLE_W,100,540,16.97
KXBTC15M-26APR120800-00,1775994420,no,56,68,10,44,-0.0697,0.0697,120,0.00,-60.05,0,11,SL,33,120,-26.89
KXBTC15M-26APR120745-45,1775993520,no,54,67,7,46,-0.0650,0.0650,120,17.56,-35.32,0,11,TP,84,120,27.32
KXBTC15M-26APR120730-30,1775992680,no,58,77,13,42,-0.1043,0.1043,180,-77.20,40.67,1,11,SL,49,120,-13.15
KXBTC15M-26APR120715-15,1775991720,no,42,66,22,58,-0.0580,0.0580,120,-37.20,-216.59,1,11,SL,24,60,-21.49
KXBTC15M-26APR120700-00,1775990820,yes,40,96,56,44,0.1321,0.1321,120,0.00,0.00,0,10,SL,25,180,-18.52
KXBTC15M-26APR120630-30,1775989200,no,37,56,19,58,-0.0155,0.0155,300,-12.54,112.95,1,10,SL,22,120,-18.31
KXBTC15M-26APR120615-15,1775988120,no,50,73,23,42,-0.0657,0.0657,120,-30.96,21.33,1,10,SL,32,240,-21.88
KXBTC15M-26APR120600-00,1775987220,no,44,96,52,56,-0.1390,0.1390,120,-122.63,-133.03,1,9,TP,74,60,26.93
KXBTC15M-26APR120545-45,1775986740,no,61,74,8,39,-0.0335,0.0335,540,-10.40,10.12,1,9,SL,21,60,-43.29
KXBTC15M-26APR120530-30,1775985420,no,42,71,28,58,-0.0760,0.0760,120,-14.23,-59.98,1,9,SL,33,60,-12.87
KXBTC15M-26APR120515-15,1775984520,no,57,64,0,43,-0.0595,0.0595,120,0.00,-99.45,0,9,TP,87,60,27.49
KXBTC15M-26APR120500-00,1775983620,yes,16,31,15,22,-0.0756,0.0756,120,0.00,0.00,0,8,SL,5,60,-12.41
KXBTC15M-26APR120445-45,1775982720,no,41,55,14,50,-0.0205,0.0205,120,0.00,173.69,0,8,SL,28,360,-16.67
KXBTC15M-26APR120430-30,1775982240,yes,55,70,20,55,0.0414,0.0414,540,173.69,44.99,1,8,TP,85,0,27.38
KXBTC15M-26APR120415-15,1775981040,no,67,94,9,33,-0.1195,0.1195,240,-27.36,-55.59,1,8,TP,97,480,28.25
KXBTC15M-26APR120400-00,1775980020,no,48,86,38,52,-0.0878,0.0878,120,0.00,95.80,0,7,TP,78,240,27.05
KXBTC15M-26APR120345-45,1775979120,no,45,86,41,55,-0.0746,0.0746,120,0.00,-36.26,0,7,SL,36,120,-12.99
KXBTC15M-26APR120330-30,1775978220,no,66,77,9,34,-0.0591,0.0591,120,-38.38,13.01,1,7,SL,49,360,-21.02
KXBTC15M-26APR120315-15,1775977320,no,62,86,22,38,-0.0711,0.0711,120,-42.56,-33.24,1,7,SL,53,600,-13.09
KXBTC15M-26APR120300-00,1775976420,no,49,71,21,51,-0.0430,0.0430,120,-1.32,-19.43,1,6,SL,26,240,-26.63
KXBTC15M-26APR120245-45,1775975520,no,65,77,9,35,-0.0702,0.0702,120,-51.05,-79.15,1,6,TP,95,660,28.07
KXBTC15M-26APR120230-30,1775974620,yes,24,42,18,32,-0.0218,0.0218,120,7.65,30.50,1,6,SL,15,60,-11.53
KXBTC15M-26APR120215-15,1775973720,no,44,56,12,53,-0.0161,0.0161,120,6.15,70.36,0,6,SL,35,240,-12.95
KXBTC15M-26APR120200-00,1775972820,no,51,61,9,49,-0.0311,0.0311,120,0.00,-14.67,0,5,SL,34,60,-20.95
KXBTC15M-26APR120145-45,1775971920,no,40,57,17,59,-0.0183,0.0183,120,108.30,108.30,0,5,SL,24,60,-19.47
KXBTC15M-26APR120130-30,1775971020,yes,56,64,8,56,0.0315,0.0315,120,0.00,76.12,0,5,SL,39,60,-21.06
KXBTC15M-26APR120115-15,1775970120,yes,34,47,13,39,-0.0104,0.0104,120,21.77,-54.69,1,5,TP,64,60,26.82
KXBTC15M-26APR120100-00,1775969220,no,53,61,3,47,-0.0523,0.0523,120,-19.54,12.93,1,4,SL,44,180,-13.16
KXBTC15M-26APR120030-30,1775967420,yes,48,62,14,54,0.0749,0.0749,120,49.34,181.42,1,4,SL,29,120,-22.77
KXBTC15M-26APR120015-15,1775966580,no,48,56,6,52,-0.0297,0.0297,180,-23.06,-64.23,1,4,SL,39,120,-13.08
