ticker,side,entry_c,fair_for_side,spread_c,baseline_c,mfe_c,mae_c,mfe_at_s,mae_at_s,final_bid_c,settled_yes,btc_dist_pct,closed_full,closed_half,closed_min,directional
KXBTC15M-26APR210530-30,no,34,47,8,66,100,25,660,240,100,0,0.0301,1,1,1,1
KXBTC15M-26APR210500-00,yes,40,63,23,40,98,40,540,0,98,1,0.1114,1,1,1,1
KXBTC15M-26APR210445-45,no,56,75,10,44,90,0,120,540,0,1,0.1229,1,1,1,1
KXBTC15M-26APR210430-30,no,35,56,20,65,35,0,0,600,0,1,0.0390,0,0,0,0
KXBTC15M-26APR210415-15,no,5,61,56,57,52,5,120,0,13,1,0.0379,0,1,1,1
KXBTC15M-26APR210400-00,yes,29,41,7,29,57,0,120,540,0,0,0.0433,1,1,1,1
KXBTC15M-26APR210345-45,yes,36,58,8,36,100,36,240,0,100,1,0.0290,1,1,1,1
KXBTC15M-26APR210330-30,yes,60,70,8,60,100,60,420,0,100,1,0.0894,1,1,1,1
KXBTC15M-26APR210315-15,no,78,91,1,22,100,78,120,0,100,0,0.1186,1,1,1,1
KXBTC15M-26APR210230-30,no,42,73,31,55,98,41,600,0,96,0,0.0636,1,1,1,1
KXBTC15M-26APR210215-15,no,59,79,0,41,99,59,660,0,99,0,0.0844,1,1,1,1
KXBTC15M-26APR210200-00,no,68,82,11,32,98,65,720,480,98,0,0.1161,1,1,1,1
KXBTC15M-26APR210145-45,no,58,65,1,42,99,58,720,0,99,0,0.0489,1,1,1,1
KXBTC15M-26APR210130-30,no,40,57,12,60,74,2,660,600,45,1,0.0208,1,1,1,1
KXBTC15M-26APR210115-15,no,42,62,17,58,45,0,60,720,0,1,0.0291,0,0,0,1
KXBTC15M-26APR210100-00,yes,74,99,9,74,100,74,300,0,100,1,0.1330,1,1,1,1
KXBTC15M-26APR210045-45,no,41,61,20,53,72,2,180,720,2,1,0.0328,1,1,1,1
KXBTC15M-26APR210030-30,no,46,61,9,54,73,1,180,660,14,1,0.0397,1,1,1,1
KXBTC15M-26APR210015-15,no,43,62,17,57,100,43,720,0,100,0,0.0435,1,1,1,1
KXBTC15M-26APR210000-00,no,49,60,10,51,49,0,0,540,0,1,0.0316,0,0,0,0
KXBTC15M-26APR202345-45,no,31,60,28,69,100,31,540,0,100,0,0.0278,1,1,1,1
KXBTC15M-26APR202330-30,no,33,58,25,64,83,0,360,720,0,1,0.0274,1,1,1,1
KXBTC15M-26APR202315-15,no,65,80,15,33,98,28,720,600,98,0,0.1151,1,1,1,1
KXBTC15M-26APR202300-00,no,54,66,12,46,99,47,720,60,99,0,0.0667,1,1,1,1
KXBTC15M-26APR202245-45,no,48,73,23,52,100,48,660,0,100,0,0.0852,1,1,1,1
KXBTC15M-26APR202230-30,yes,52,64,13,52,99,41,420,240,99,1,0.0464,1,1,1,1
KXBTC15M-26APR202200-00,no,56,66,3,44,100,52,600,60,100,0,0.0814,1,1,1,1
KXBTC15M-26APR202145-45,no,18,28,8,82,98,14,720,120,98,0,0.1190,1,1,1,1
KXBTC15M-26APR202115-15,yes,41,54,0,41,96,41,600,0,96,1,0.0159,1,1,1,1
KXBTC15M-26APR202100-00,yes,52,71,17,52,100,52,720,0,100,1,0.1048,1,1,1,1
KXBTC15M-26APR202045-45,no,42,62,12,58,57,0,60,720,0,1,0.0516,0,1,1,1
KXBTC15M-26APR202030-30,no,53,69,13,47,98,37,720,420,98,0,0.0916,1,1,1,1
KXBTC15M-26APR202015-15,yes,46,66,13,46,91,4,720,480,91,1,0.0657,1,1,1,1
KXBTC15M-26APR202000-00,no,52,57,3,48,53,0,0,660,0,1,0.0324,0,0,0,1
KXBTC15M-26APR201945-45,no,45,66,11,55,54,0,0,600,0,1,0.0768,0,1,1,1
KXBTC15M-26APR201930-30,no,55,75,20,40,100,54,660,0,100,0,0.1390,1,1,1,1
KXBTC15M-26APR201900-00,no,43,56,13,53,82,42,540,0,47,1,0.0290,1,1,1,1
KXBTC15M-26APR201845-45,yes,46,55,17,46,96,46,660,0,96,1,0.0231,1,1,1,1
KXBTC15M-26APR201830-30,no,36,46,10,64,100,35,720,0,100,0,0.0165,1,1,1,1
KXBTC15M-26APR201815-15,no,15,28,13,84,22,0,120,660,0,1,0.1331,0,1,0,1
KXBTC15M-26APR201800-00,no,45,60,9,55,54,1,120,720,1,1,0.0548,0,1,1,1
KXBTC15M-26APR201745-45,yes,23,31,8,23,34,2,180,540,2,0,0.0925,1,1,1,1
KXBTC15M-26APR201730-30,no,43,48,1,57,99,43,720,0,99,0,0.0146,1,1,1,1
KXBTC15M-26APR201715-15,yes,50,65,13,50,85,0,60,540,0,0,0.0719,1,1,1,1
KXBTC15M-26APR201645-45,yes,27,32,5,27,27,0,0,660,0,0,0.1027,0,0,0,0
KXBTC15M-26APR201630-30,no,56,65,6,44,94,5,720,540,94,0,0.0643,1,1,1,1
KXBTC15M-26APR201615-15,yes,21,36,14,21,100,21,420,0,100,1,0.0468,1,1,1,1
KXBTC15M-26APR201600-00,no,49,58,9,51,60,0,540,720,0,1,0.0437,1,1,1,1
KXBTC15M-26APR201545-45,no,53,67,10,47,56,1,0,600,1,1,0.0906,0,0,0,1
KXBTC15M-26APR201530-30,yes,24,32,8,25,24,0,0,660,0,0,0.1057,0,0,0,0
KXBTC15M-26APR201515-15,no,50,65,3,50,74,7,120,660,69,0,0.1020,1,1,1,1
KXBTC15M-26APR201500-00,no,57,64,6,43,63,0,120,660,0,1,0.0884,1,1,0,1
KXBTC15M-26APR201445-45,yes,26,62,36,30,96,25,180,0,93,1,0.0451,1,1,1,1
KXBTC15M-26APR201430-30,no,44,52,8,56,100,43,720,0,100,0,0.0140,1,1,1,1
KXBTC15M-26APR201400-00,yes,33,71,5,33,100,33,600,0,100,1,0.1378,1,1,1,1
KXBTC15M-26APR201345-45,yes,28,64,4,28,98,28,300,0,98,1,0.0671,1,1,1,1
KXBTC15M-26APR201330-30,yes,40,55,15,40,100,40,720,0,100,1,0.0326,1,1,1,1
KXBTC15M-26APR201315-15,yes,61,68,7,62,100,61,600,0,100,1,0.1182,1,1,1,1
KXBTC15M-26APR201245-45,no,41,55,14,51,68,0,240,720,0,1,0.0301,1,1,1,1
KXBTC15M-26APR201230-30,yes,35,48,6,35,71,7,360,600,8,0,0.0167,1,1,1,1
KXBTC15M-26APR201215-15,yes,31,36,2,31,38,0,60,600,0,0,0.1237,1,1,0,1
KXBTC15M-26APR201200-00,yes,49,56,4,49,100,38,720,180,100,1,0.0540,1,1,1,1
KXBTC15M-26APR201145-45,yes,28,55,27,43,68,28,60,0,61,0,0.0304,1,1,1,1
KXBTC15M-26APR201115-15,no,54,70,23,46,98,44,240,120,98,0,0.1251,1,1,1,1
KXBTC15M-26APR201100-00,no,52,62,10,48,100,33,600,180,100,0,0.1064,1,1,1,1
KXBTC15M-26APR201045-45,no,40,64,12,60,100,40,540,0,100,0,0.1020,1,1,1,1
KXBTC15M-26APR201030-30,no,37,47,10,59,37,0,0,540,0,1,0.0201,0,0,0,0
KXBTC15M-26APR201000-00,no,38,68,25,62,92,6,0,180,6,1,0.0772,1,1,1,1
KXBTC15M-26APR200945-45,yes,34,47,0,34,91,34,600,0,63,1,0.0233,1,1,1,1
KXBTC15M-26APR200915-15,no,55,60,2,45,88,39,360,600,87,0,0.0610,1,1,1,1
KXBTC15M-26APR200900-00,no,48,57,9,52,48,9,0,720,9,1,0.0373,0,0,0,0
KXBTC15M-26APR200845-45,no,45,58,10,55,100,45,660,0,100,0,0.0398,1,1,1,1
KXBTC15M-26APR200830-30,yes,48,59,1,48,100,48,720,0,100,1,0.0369,1,1,1,1
KXBTC15M-26APR200815-15,no,67,75,2,33,77,0,120,660,0,1,0.1013,1,1,1,1
KXBTC15M-26APR200800-00,no,48,60,3,52,100,40,720,60,100,0,0.0412,1,1,1,1
KXBTC15M-26APR200745-45,yes,23,33,10,23,97,23,720,0,97,1,0.0743,1,1,1,1
KXBTC15M-26APR200730-30,no,24,41,17,71,78,3,300,720,3,1,0.0454,1,1,1,1
KXBTC15M-26APR200715-15,no,20,68,48,40,20,0,0,480,0,1,0.0678,0,0,0,0
KXBTC15M-26APR200700-00,no,47,65,18,49,100,44,660,60,100,0,0.0700,1,1,1,1
KXBTC15M-26APR200630-30,no,54,66,11,46,99,35,720,180,99,0,0.0693,1,1,1,1
KXBTC15M-26APR200615-15,yes,61,69,5,61,100,61,600,0,100,1,0.1034,1,1,1,1
KXBTC15M-26APR200600-00,no,48,64,10,52,100,48,600,0,100,0,0.0698,1,1,1,1
KXBTC15M-26APR200545-45,no,53,60,4,47,55,0,0,660,0,1,0.0545,0,0,0,1
KXBTC15M-26APR200530-30,yes,46,56,5,46,75,5,420,540,5,0,0.0294,1,1,1,1
KXBTC15M-26APR200515-15,no,48,67,13,52,55,0,180,660,0,1,0.0841,0,1,0,1
KXBTC15M-26APR200500-00,yes,27,66,39,38,38,0,120,720,0,0,0.1097,0,0,1,1
KXBTC15M-26APR200445-45,yes,50,69,12,50,81,25,0,480,74,1,0.1350,1,1,1,1
KXBTC15M-26APR200430-30,yes,52,65,14,52,79,3,0,480,3,0,0.1172,1,1,1,1
KXBTC15M-26APR200330-30,yes,32,39,6,32,100,32,660,0,100,1,0.0492,1,1,1,1
KXBTC15M-26APR200315-15,no,38,43,1,62,83,1,360,720,1,1,0.0331,1,1,1,1
KXBTC15M-26APR200300-00,no,56,68,10,44,87,15,540,660,16,1,0.0860,1,1,1,1
KXBTC15M-26APR200230-30,yes,42,75,7,42,99,42,540,0,99,1,0.1097,1,1,1,1
KXBTC15M-26APR200215-15,no,38,53,15,53,38,0,0,720,0,1,0.0140,0,0,0,0
KXBTC15M-26APR200200-00,no,58,81,18,42,62,0,0,600,0,1,0.1296,0,0,0,1
KXBTC15M-26APR200145-45,yes,43,70,6,43,99,43,420,0,99,1,0.0631,1,1,1,1
KXBTC15M-26APR200130-30,yes,33,44,11,36,33,0,0,480,0,0,0.0191,0,0,0,0
KXBTC15M-26APR200115-15,no,74,85,5,26,100,74,540,0,100,0,0.1064,1,1,1,1
KXBTC15M-26APR200100-00,yes,84,96,0,84,100,84,300,0,100,1,0.1377,1,1,1,1
KXBTC15M-26APR200045-45,no,59,85,26,40,100,41,720,180,100,0,0.1009,1,1,1,1
KXBTC15M-26APR200030-30,no,60,77,14,40,93,50,480,120,90,0,0.0962,1,1,1,1
KXBTC15M-26APR200015-15,no,56,74,18,41,100,53,720,120,100,0,0.0803,1,1,1,1
KXBTC15M-26APR200000-00,no,40,71,31,60,63,0,300,720,0,1,0.0667,0,1,1,1
KXBTC15M-26APR192345-45,no,49,69,20,43,65,0,180,540,0,1,0.0506,0,1,1,1
KXBTC15M-26APR192330-30,yes,27,43,16,33,100,19,720,60,100,1,0.0152,1,1,1,1
KXBTC15M-26APR192315-15,no,61,74,4,39,79,0,180,540,0,1,0.0895,1,1,1,1
KXBTC15M-26APR192300-00,no,46,75,29,49,98,45,180,0,98,0,0.0728,1,1,1,1
KXBTC15M-26APR192245-45,no,52,59,4,48,93,15,720,540,93,1,0.0512,1,1,1,1
KXBTC15M-26APR192230-30,no,26,54,28,61,50,0,60,600,0,1,0.0256,0,1,1,1
KXBTC15M-26APR192215-15,no,60,67,2,40,100,60,660,0,100,0,0.1050,1,1,1,1
KXBTC15M-26APR192200-00,no,34,52,18,59,100,30,720,360,100,0,0.0115,1,1,1,1
KXBTC15M-26APR192130-30,no,52,68,16,47,98,51,720,0,98,0,0.0694,1,1,1,1
KXBTC15M-26APR192115-15,no,42,64,22,54,80,36,180,600,36,1,0.0566,1,1,1,1
KXBTC15M-26APR192100-00,yes,54,62,3,54,100,54,540,0,100,1,0.0743,1,1,1,1
KXBTC15M-26APR192045-45,no,55,73,2,45,100,55,420,0,100,0,0.1325,1,1,1,1
KXBTC15M-26APR192030-30,no,34,45,10,66,37,0,60,660,0,1,0.0323,0,0,0,1
KXBTC15M-26APR192015-15,yes,50,71,5,50,100,50,540,0,100,1,0.1236,1,1,1,1
KXBTC15M-26APR192000-00,yes,40,58,12,40,80,0,120,480,0,0,0.0331,1,1,1,1
KXBTC15M-26APR191945-45,no,52,66,3,48,87,27,720,360,87,1,0.0788,1,1,1,1
KXBTC15M-26APR191900-00,yes,40,52,2,40,69,20,60,180,23,0,0.0140,1,1,1,1
KXBTC15M-26APR191845-45,yes,49,59,7,49,100,49,540,0,100,1,0.0909,1,1,1,1
KXBTC15M-26APR191830-30,yes,33,42,6,33,56,4,180,600,7,0,0.0797,1,1,1,1
KXBTC15M-26APR191800-00,no,37,54,15,63,100,37,660,0,100,0,0.0140,1,1,1,1
KXBTC15M-26APR191745-45,no,42,54,11,58,60,20,720,420,60,0,0.0321,1,1,1,1
KXBTC15M-26APR191730-30,no,52,64,6,48,77,0,120,720,0,1,0.0964,1,1,1,1
KXBTC15M-26APR191715-15,no,35,53,18,58,66,8,540,480,13,1,0.0227,1,1,1,1
KXBTC15M-26APR191700-00,no,64,71,4,36,82,6,120,660,12,1,0.1480,1,1,1,1
KXBTC15M-26APR191645-45,yes,65,81,7,65,92,0,240,480,0,0,0.0958,1,1,1,1
KXBTC15M-26APR191600-00,no,38,63,25,57,95,37,720,0,95,0,0.0470,1,1,1,1
KXBTC15M-26APR191545-45,no,34,45,11,60,58,3,300,720,3,1,0.0168,1,1,1,1
KXBTC15M-26APR191530-30,no,60,71,11,37,90,23,480,240,50,1,0.0863,1,1,1,1
KXBTC15M-26APR191515-15,no,17,54,37,81,18,0,120,540,0,1,0.0191,0,0,0,1
KXBTC15M-26APR191500-00,yes,46,65,1,46,100,46,540,0,100,1,0.1014,1,1,1,1
KXBTC15M-26APR191445-45,no,53,59,0,47,100,51,720,60,100,0,0.0709,1,1,1,1
KXBTC15M-26APR191430-30,no,57,70,6,43,96,11,300,540,11,0,0.1350,1,1,1,1
KXBTC15M-26APR191415-15,no,41,61,10,59,73,15,180,480,26,1,0.0750,1,1,1,1
KXBTC15M-26APR191400-00,no,54,70,10,46,100,54,720,0,100,0,0.1101,1,1,1,1
KXBTC15M-26APR191345-45,no,30,60,30,67,100,29,720,0,100,0,0.0570,1,1,1,1
KXBTC15M-26APR191330-30,no,49,54,0,51,72,6,540,720,6,1,0.0256,1,1,1,1
KXBTC15M-26APR191300-00,no,29,38,9,69,100,11,720,360,100,0,0.0518,1,1,1,1
KXBTC15M-26APR191245-45,no,41,55,14,55,98,16,720,420,98,0,0.0337,1,1,1,1
KXBTC15M-26APR191230-30,no,37,53,16,63,100,36,720,0,100,0,0.0180,1,1,1,1
KXBTC15M-26APR191200-00,no,36,53,17,56,54,0,300,720,0,1,0.0218,1,1,1,1
KXBTC15M-26APR191130-30,no,32,46,14,62,99,17,720,120,99,0,0.0193,1,1,1,1
KXBTC15M-26APR191115-15,no,71,79,4,29,91,44,240,420,68,1,0.1241,1,1,1,1
KXBTC15M-26APR191100-00,yes,57,70,22,57,99,51,480,240,99,1,0.0918,1,1,1,1
KXBTC15M-26APR191045-45,yes,35,45,8,35,68,10,720,240,68,1,0.0191,1,1,1,1
KXBTC15M-26APR191030-30,yes,46,59,0,46,100,46,360,0,100,1,0.0341,1,1,1,1
KXBTC15M-26APR191015-15,no,19,54,35,77,100,18,720,0,100,0,0.0202,1,1,1,1
KXBTC15M-26APR190945-45,no,58,66,8,42,97,48,720,480,97,0,0.0796,1,1,1,1
KXBTC15M-26APR190930-30,yes,65,73,1,65,100,65,600,0,100,1,0.0716,1,1,1,1
KXBTC15M-26APR190915-15,yes,60,71,9,60,100,60,660,0,100,1,0.0662,1,1,1,1
KXBTC15M-26APR190900-00,no,55,73,18,40,60,0,180,660,0,1,0.0674,0,0,0,1
KXBTC15M-26APR190845-45,no,56,92,9,44,94,56,180,0,81,0,0.0963,1,1,1,1
KXBTC15M-26APR190830-30,no,31,65,34,66,100,30,720,0,100,0,0.0739,1,1,1,1
KXBTC15M-26APR190815-15,yes,37,48,11,37,91,14,720,540,91,1,0.0156,1,1,1,1
KXBTC15M-26APR190800-00,yes,45,61,30,45,100,45,300,0,100,1,0.0487,1,1,1,1
KXBTC15M-26APR190745-45,no,33,56,23,56,33,0,0,660,0,1,0.0410,0,0,0,0
KXBTC15M-26APR190730-30,no,14,29,15,82,70,9,600,60,61,0,0.1094,1,1,1,1
KXBTC15M-26APR190715-15,no,39,74,26,61,47,0,0,600,0,1,0.0507,0,0,1,1
KXBTC15M-26APR190700-00,no,57,74,8,43,65,0,0,660,0,1,0.0922,0,1,1,1
KXBTC15M-26APR190630-30,no,62,73,11,36,62,1,0,540,1,1,0.0850,0,0,0,0
KXBTC15M-26APR190615-15,no,69,83,14,30,69,2,0,720,2,1,0.1176,0,0,0,0
KXBTC15M-26APR190545-45,no,48,68,18,52,97,24,720,60,97,0,0.0479,1,1,1,1
KXBTC15M-26APR190530-30,no,53,92,36,47,100,53,600,0,99,0,0.0725,1,1,1,1
KXBTC15M-26APR190515-15,no,46,84,35,54,99,32,660,240,99,0,0.0385,1,1,1,1
KXBTC15M-26APR190500-00,no,56,97,41,44,80,14,660,600,66,0,0.0556,0,1,1,1
KXBTC15M-26APR190445-45,yes,30,66,35,30,100,26,720,60,100,1,0.0273,1,1,1,1
KXBTC15M-26APR190430-30,no,38,81,43,55,100,37,720,0,100,0,0.1003,1,1,1,1
KXBTC15M-26APR190415-15,no,72,84,12,28,88,7,480,720,7,1,0.1412,1,1,1,1
KXBTC15M-26APR190400-00,no,51,64,13,46,63,0,240,720,0,1,0.0527,1,1,1,1
KXBTC15M-26APR190330-30,no,63,89,15,37,100,63,660,0,100,0,0.1328,1,1,1,1
KXBTC15M-26APR190315-15,no,49,63,7,51,100,49,600,0,100,0,0.0384,1,1,1,1
KXBTC15M-26APR190300-00,no,56,68,12,42,98,45,660,240,98,0,0.0547,1,1,1,1
KXBTC15M-26APR190245-45,no,31,60,29,67,34,1,60,720,1,1,0.0302,0,0,0,1
KXBTC15M-26APR190230-30,no,60,83,23,31,80,10,60,660,68,0,0.1178,0,1,1,1
KXBTC15M-26APR190215-15,yes,34,61,27,38,43,0,60,660,0,0,0.0240,0,0,1,1
KXBTC15M-26APR190200-00,yes,36,61,25,39,44,0,60,720,0,0,0.0331,0,0,1,1
KXBTC15M-26APR190145-45,no,15,30,15,85,17,0,60,720,0,1,0.0871,0,0,0,1
KXBTC15M-26APR190130-30,no,41,75,34,39,41,6,0,60,6,1,0.0385,0,0,0,0
KXBTC15M-26APR190115-15,no,41,75,34,56,100,40,660,0,100,0,0.1030,1,1,1,1
KXBTC15M-26APR190100-00,no,25,37,10,75,52,0,60,660,0,1,0.0444,1,1,1,1
KXBTC15M-26APR190045-45,yes,19,42,23,27,19,0,0,540,0,0,0.0195,0,0,0,0
KXBTC15M-26APR190030-30,no,53,77,24,40,99,39,660,300,99,0,0.0677,1,1,1,1
KXBTC15M-26APR190015-15,yes,72,80,4,72,100,72,480,0,100,1,0.0728,1,1,1,1
KXBTC15M-26APR190000-00,no,42,57,15,54,100,23,720,240,100,0,0.0223,1,1,1,1
KXBTC15M-26APR182345-45,no,52,68,16,45,52,0,0,720,0,1,0.0693,0,0,0,0
KXBTC15M-26APR182330-30,no,41,58,12,59,94,41,720,0,94,0,0.0354,1,1,1,1
KXBTC15M-26APR182315-15,no,59,75,15,41,98,46,360,660,46,1,0.1109,1,1,1,1
KXBTC15M-26APR182300-00,no,45,54,3,55,100,45,660,0,100,0,0.0152,1,1,1,1
KXBTC15M-26APR182245-45,no,51,73,22,40,63,0,120,540,0,1,0.0742,0,1,1,1
KXBTC15M-26APR182230-30,no,26,63,37,60,99,9,420,120,99,0,0.0235,1,1,1,1
KXBTC15M-26APR182215-15,no,64,76,10,36,91,57,720,420,91,0,0.0734,1,1,1,1
KXBTC15M-26APR182200-00,no,27,64,37,61,40,0,60,660,0,1,0.0482,0,0,1,1
KXBTC15M-26APR182145-45,yes,23,39,3,23,68,16,60,120,61,1,0.0255,1,1,1,1
KXBTC15M-26APR182130-30,no,55,64,9,45,100,49,720,60,100,0,0.0512,1,1,1,1
KXBTC15M-26APR182115-15,no,9,32,23,88,75,3,360,120,38,0,0.0539,1,1,1,1
KXBTC15M-26APR182100-00,yes,72,85,11,72,100,72,240,0,100,1,0.0667,1,1,1,1
KXBTC15M-26APR182045-45,no,30,61,31,63,100,26,720,60,100,0,0.0272,1,1,1,1
KXBTC15M-26APR182030-30,no,83,94,4,17,100,81,600,120,100,0,0.1206,1,1,1,1
KXBTC15M-26APR182015-15,yes,53,61,2,53,99,53,540,0,99,1,0.0228,1,1,1,1
KXBTC15M-26APR182000-00,no,57,68,11,40,99,49,720,120,99,0,0.0419,1,1,1,1
KXBTC15M-26APR181945-45,no,81,93,8,19,100,81,720,0,100,0,0.1366,1,1,1,1
KXBTC15M-26APR181930-30,no,42,65,23,57,81,30,660,480,68,0,0.0341,1,1,1,1
KXBTC15M-26APR181915-15,no,44,72,28,52,44,9,0,720,9,1,0.0547,0,0,0,0
KXBTC15M-26APR181900-00,yes,67,81,8,67,99,67,480,0,99,1,0.0719,1,1,1,1
KXBTC15M-26APR181845-45,no,24,36,12,69,24,0,0,720,0,1,0.0368,0,0,0,0
KXBTC15M-26APR181830-30,no,63,86,23,37,63,1,0,660,1,1,0.0970,0,0,0,0
KXBTC15M-26APR181815-15,no,61,79,18,37,100,60,600,0,100,0,0.0634,1,1,1,1
KXBTC15M-26APR181745-45,no,41,66,25,57,95,3,600,720,3,1,0.0305,1,1,1,1
KXBTC15M-26APR181730-30,no,56,84,21,44,99,56,720,0,99,0,0.0741,1,1,1,1
KXBTC15M-26APR181715-15,yes,61,81,3,61,96,6,240,360,6,0,0.0424,1,1,1,1
KXBTC15M-26APR181700-00,no,37,72,30,63,99,12,720,300,99,0,0.0516,1,1,1,1
KXBTC15M-26APR181645-45,no,38,71,28,62,56,0,60,420,0,1,0.0391,0,1,1,1
KXBTC15M-26APR181630-30,no,28,54,26,63,64,1,360,720,1,1,0.0101,1,1,1,1
KXBTC15M-26APR181615-15,no,69,82,5,31,80,1,120,720,1,1,0.0950,0,1,1,1
KXBTC15M-26APR181600-00,no,49,68,18,51,53,0,480,720,0,1,0.0449,0,0,0,1
KXBTC15M-26APR181545-45,no,59,70,1,41,100,59,600,0,100,0,0.0971,1,1,1,1
KXBTC15M-26APR181530-30,no,37,52,15,61,100,33,720,120,100,0,0.0113,1,1,1,1
KXBTC15M-26APR181515-15,no,42,57,15,57,42,0,0,600,0,1,0.0361,0,0,0,0
KXBTC15M-26APR181445-45,no,60,69,7,40,100,58,480,60,100,0,0.0683,1,1,1,1
KXBTC15M-26APR181430-30,yes,25,41,16,26,25,0,0,600,0,0,0.0260,0,0,0,0
KXBTC15M-26APR181415-15,no,83,97,4,17,99,58,360,120,99,0,0.1467,1,1,1,1
KXBTC15M-26APR181400-00,no,48,65,17,50,99,45,720,60,99,0,0.0381,1,1,1,1
KXBTC15M-26APR181345-45,no,54,76,15,46,60,21,0,660,38,1,0.0663,0,0,0,1
KXBTC15M-26APR181330-30,no,35,43,7,65,64,1,360,720,1,1,0.0318,1,1,1,1
KXBTC15M-26APR181315-15,yes,25,36,9,25,59,0,600,720,0,0,0.0881,1,1,1,1
KXBTC15M-26APR181300-00,no,51,64,8,49,100,51,600,0,99,0,0.0974,1,1,1,1
KXBTC15M-26APR181245-45,no,53,62,2,47,100,53,720,0,100,0,0.0871,1,1,1,1
KXBTC15M-26APR181215-15,yes,11,22,9,11,99,8,720,180,99,1,0.1353,1,1,1,1
KXBTC15M-26APR181200-00,no,48,65,17,52,93,9,360,720,9,1,0.0519,1,1,1,1
KXBTC15M-26APR181145-45,no,55,79,6,45,99,55,240,0,99,0,0.0719,1,1,1,1
KXBTC15M-26APR181130-30,yes,64,77,8,64,89,57,240,60,89,1,0.0723,1,1,1,1
KXBTC15M-26APR181115-15,no,29,46,17,63,99,20,600,120,99,0,0.0129,1,1,1,1
KXBTC15M-26APR181100-00,no,58,66,6,42,72,4,60,720,4,1,0.0690,1,1,1,1
KXBTC15M-26APR181045-45,no,35,61,26,64,35,0,0,660,0,1,0.0458,0,0,0,0
KXBTC15M-26APR181030-30,no,41,87,7,59,93,41,0,0,86,0,0.1103,1,1,1,1
KXBTC15M-26APR181015-15,no,39,58,14,61,76,2,180,660,2,1,0.0335,1,1,1,1
KXBTC15M-26APR181000-00,no,61,77,11,39,65,0,0,660,0,1,0.1001,0,0,0,1
KXBTC15M-26APR180930-30,no,71,79,0,29,100,24,720,300,100,0,0.1009,1,1,1,1
KXBTC15M-26APR180915-15,no,66,73,6,34,99,58,720,60,99,0,0.0773,1,1,1,1
KXBTC15M-26APR180900-00,no,34,58,19,66,38,0,0,720,0,1,0.0364,0,0,0,1
KXBTC15M-26APR180845-45,no,50,70,20,42,99,32,660,120,73,0,0.1105,1,1,1,1
KXBTC15M-26APR180830-30,no,41,53,9,59,84,23,720,120,84,0,0.0144,1,1,1,1
KXBTC15M-26APR180815-15,yes,77,89,10,77,100,77,180,0,100,1,0.1481,1,1,1,1
KXBTC15M-26APR180800-00,no,38,67,29,51,54,0,60,660,0,1,0.0876,0,1,1,1
KXBTC15M-26APR180745-45,no,25,53,28,67,100,21,600,180,100,0,0.0126,1,1,1,1
KXBTC15M-26APR180730-30,no,47,61,7,53,53,1,0,660,1,1,0.0410,0,1,0,1
KXBTC15M-26APR180715-15,no,62,82,18,38,100,62,660,0,100,0,0.1211,1,1,1,1
KXBTC15M-26APR180700-00,no,61,70,2,39,100,29,720,120,100,0,0.1040,1,1,1,1
KXBTC15M-26APR180630-30,no,28,57,28,72,38,0,600,720,0,1,0.0375,0,0,1,1
KXBTC15M-26APR180600-00,no,26,47,21,61,97,16,540,120,88,0,0.0216,1,1,1,1
KXBTC15M-26APR180545-45,yes,51,63,22,51,99,51,480,0,99,1,0.0683,1,1,1,1
KXBTC15M-26APR180515-15,yes,14,48,34,21,18,0,180,480,0,0,0.0118,0,0,0,1
KXBTC15M-26APR180445-45,no,36,68,32,58,100,35,660,0,100,0,0.0718,1,1,1,1
KXBTC15M-26APR180415-15,no,38,46,8,61,100,23,720,240,100,0,0.0110,1,1,1,1
KXBTC15M-26APR180400-00,no,37,67,26,63,98,12,600,720,12,1,0.0270,1,1,1,1
KXBTC15M-26APR180345-45,no,54,77,22,46,100,54,660,0,100,0,0.0412,1,1,1,1
KXBTC15M-26APR180330-30,no,50,69,19,49,70,25,240,420,34,1,0.0338,1,1,1,1
KXBTC15M-26APR180315-15,no,49,65,16,51,100,37,720,180,100,0,0.0257,1,1,1,1
KXBTC15M-26APR180300-00,no,38,69,31,57,99,37,720,0,99,0,0.0288,1,1,1,1
KXBTC15M-26APR180245-45,no,51,65,12,49,60,1,480,720,1,1,0.0245,0,1,1,1
KXBTC15M-26APR180230-30,no,55,68,13,44,100,54,720,0,100,0,0.0330,1,1,1,1
KXBTC15M-26APR180215-15,no,28,75,47,62,59,1,180,600,1,1,0.0481,0,1,1,1
KXBTC15M-26APR180200-00,no,56,66,4,44,98,56,720,0,98,0,0.0365,1,1,1,1
KXBTC15M-26APR180145-45,no,58,86,28,42,91,34,420,480,82,0,0.1012,1,1,1,1
KXBTC15M-26APR180130-30,no,50,64,14,45,99,44,720,60,99,0,0.0350,1,1,1,1
KXBTC15M-26APR180115-15,yes,62,70,14,62,100,62,540,0,100,1,0.0449,1,1,1,1
KXBTC15M-26APR180100-00,no,66,80,13,34,66,1,0,600,1,1,0.1104,0,0,0,0
KXBTC15M-26APR180045-45,no,76,85,3,24,87,0,0,660,0,1,0.1184,1,1,1,1
KXBTC15M-26APR180030-30,no,71,89,15,29,100,71,720,0,100,0,0.1402,1,1,1,1
KXBTC15M-26APR180015-15,yes,49,65,7,49,99,49,600,0,99,1,0.0404,1,1,1,1
